report_id,store_id,uptime_last_hour,uptime_last_day,uptime_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
8JUk,6636757467656240884,11.05,22.96,127.00,0.00,0.00,0.00
8JUk,6644781807465166082,12.62,23.09,142.21,0.00,0.00,0.00
8JUk,6647648741402613468,4.00,22.96,127.00,0.00,0.00,0.00
8JUk,6653679648108456215,9.55,16.92,16.92,0.00,7.05,112.80
8JUk,6664829370089852832,9.77,23.04,94.50,0.00,0.00,35.30
8JUk,6666934422919388376,59.00,23.97,130.68,0.00,0.00,0.00
8JUk,6669270681715649770,0.00,0.00,106.66,11.87,23.10,23.10
8JUk,6669772511647378799,9.70,22.96,127.19,0.00,0.00,0.00
8JUk,6671072435420131454,3.15,23.09,127.50,0.00,0.00,0.00
8JUk,6675161143151973201,10.52,23.07,130.22,0.00,0.00,0.00
8JUk,6656463669299127947,11.00,21.96,,0.00,1.02,
8JUk,6680458122072346069,14.23,17.80,88.70,0.00,0.00,0.00
8JUk,6682441882357372229,58.48,23.08,127.34,0.00,0.00,0.00
8JUk,6684309120630904767,11.57,22.12,121.33,0.00,0.98,6.12
8JUk,6687213399114637424,6.40,23.93,129.13,0.00,0.00,0.00
8JUk,6693835398675714278,0.00,0.00,0.00,4.55,23.94,129.82
8JUk,6699390924097046987,0.00,0.00,0.00,58.68,23.98,129.66
8JUk,6701581323380772713,57.67,21.04,125.46,0.00,2.06,2.06
8JUk,6705443450437152216,0.00,0.00,0.00,8.95,22.91,126.64
8JUk,6707806182792540514,3.93,23.89,129.58,0.00,0.00,0.00
8JUk,6711428470739531382,0.00,0.00,35.72,11.98,23.97,107.75
8JUk,6721107047378509248,0.00,0.00,0.00,8.68,22.98,128.64
8JUk,6730677738029971201,0.00,18.04,64.34,8.27,4.98,66.80
8JUk,6733237055193900849,10.72,23.03,127.00,0.00,0.00,0.00
8JUk,6739995773465529125,11.28,23.01,127.39,0.00,0.00,0.00
8JUk,6740922013757682995,4.82,23.09,127.06,0.00,0.00,0.00
8JUk,6743317667349595060,7.38,23.04,131.05,0.00,0.00,0.00
8JUk,6727132511474782202,59.80,22.97,,0.00,0.00,
8JUk,6749596235217042231,5.52,23.00,129.80,0.00,0.00,0.00
8JUk,6734919551863720370,12.88,22.99,,0.00,0.00,
8JUk,6759603496223119350,15.77,28.81,165.29,0.00,0.00,0.00
8JUk,6767942082724245585,0.00,0.00,0.00,59.55,12.90,86.60
8JUk,6770318841043018990,0.00,22.93,118.44,0.00,0.00,0.00
8JUk,6770905440909037761,0.00,0.00,0.00,4.38,22.99,126.83
8JUk,6781425578902668068,8.90,23.09,127.39,0.00,0.00,0.00
8JUk,6785999827650253725,59.50,12.96,86.73,0.00,0.00,0.00
8JUk,1451852806427843383,9.72,23.07,150.93,0.00,0.00,0.00
8JUk,1452761646317413294,7.25,23.07,150.34,0.00,0.00,0.00
8JUk,6748987195690633661,0.00,0.00,0.00,6.28,22.93,127.32
8JUk,6410833564601599714,0.00,0.00,0.00,10.32,22.94,127.02
8JUk,6418430495238549376,11.93,23.09,138.91,0.00,0.00,0.00
8JUk,6433908691729196399,0.00,0.00,0.00,10.25,22.95,127.00
8JUk,6441718028480754732,59.40,23.96,130.78,0.00,0.00,0.00
8JUk,6456267951421441138,24.87,16.98,102.35,0.00,0.10,1.62
8JUk,6755416440082485918,9.75,23.93,95.45,0.00,0.00,0.00
8JUk,1453363397560887447,0.00,0.00,87.94,10.47,15.88,31.76
8JUk,6419351097196497898,6.43,23.00,103.13,0.00,0.00,0.00
8JUk,6419613197429529338,12.27,23.09,129.19,0.00,0.00,0.00
8JUk,6817629641585357385,0.00,0.00,35.91,7.32,23.92,107.69
8JUk,6822388050358459786,7.65,23.06,127.43,0.00,0.00,0.00
8JUk,6829642666030393819,6.32,23.87,129.71,0.00,0.00,0.00
8JUk,6832500647646238600,57.00,23.02,119.93,0.00,0.00,2.43
8JUk,6832838020359607951,0.00,23.98,117.60,0.00,0.00,0.00
8JUk,6833286636551589412,0.00,0.00,0.00,5.18,23.98,130.87
8JUk,6835279156409619775,0.00,0.00,0.00,58.47,23.91,129.64
8JUk,6840217364823005466,0.00,0.00,0.00,58.17,22.97,128.72
8JUk,6842397837840074931,12.20,23.97,136.15,0.00,0.00,0.00
8JUk,6856789552723927751,0.00,0.00,0.00,9.90,23.08,126.89
8JUk,6848535178727128900,5.05,23.10,130.55,0.00,0.00,0.00
8JUk,6862892149629173002,0.00,23.11,83.57,0.00,0.00,0.00
8JUk,6867574483214028125,11.83,21.08,131.27,0.00,2.00,11.02
8JUk,6873467447407546337,9.35,23.05,126.98,0.00,0.00,0.00
8JUk,6876645597745299656,0.00,0.00,0.00,2.08,23.06,126.91
8JUk,6883355917114831224,10.92,1.97,107.79,0.00,21.08,21.08
8JUk,6889880094858913757,2.92,23.86,129.49,0.00,0.00,0.00
8JUk,6885286965424096509,12.60,28.76,168.65,0.00,0.00,0.00
8JUk,6897174047040607713,0.00,0.00,0.00,58.35,23.95,129.65
8JUk,6900242925985414200,8.25,23.03,131.42,0.00,0.00,0.00
8JUk,6903947718725930599,0.00,0.00,0.00,1.33,23.06,127.38
8JUk,6909672237651171420,0.00,0.00,0.00,3.17,24.37,138.34
8JUk,6921452823375303736,0.00,9.00,71.38,9.53,14.94,61.27
8JUk,6922771937033847823,10.18,23.09,127.41,0.00,0.00,0.00
8JUk,6923558559392936257,1.33,23.90,129.77,0.00,0.00,0.00
8JUk,6928012242471193801,57.63,23.06,131.09,0.00,0.00,0.00
8JUk,6931132712777138584,6.85,23.02,125.56,0.00,0.00,1.98
8JUk,6911838184600482804,11.47,22.98,,0.00,0.00,
8JUk,6940131981346594476,1.68,23.87,130.11,0.00,0.00,0.00
8JUk,6941024492615764114,0.00,23.81,119.09,0.00,0.00,0.00
8JUk,6942699874578630879,12.22,22.99,138.12,0.00,0.99,2.65
8JUk,6952910311459584821,0.00,23.93,111.35,0.00,0.00,5.99
8JUk,6953348387419728440,10.70,19.95,125.34,0.00,3.98,12.80
8JUk,6955721551279082802,12.38,23.98,132.03,0.00,0.00,0.00
8JUk,6967370440715735767,57.12,23.03,142.25,0.00,0.00,0.00
8JUk,6961924354730234972,0.00,0.00,35.24,12.72,23.11,106.89
8JUk,6972953459232919603,10.80,23.07,133.49,0.00,0.00,0.00
8JUk,6969747454035510359,25.00,6.94,34.71,0.00,0.00,0.41
8JUk,6981065511606584176,8.03,23.10,126.75,0.00,0.00,0.00
8JUk,6985910022239874328,58.07,23.11,127.42,0.00,0.00,0.00
8JUk,6991361020939148489,12.05,23.09,82.20,0.00,0.00,0.00
8JUk,7000990758405822461,8.50,22.99,128.69,0.00,0.00,0.00
8JUk,7002072913700885678,0.00,23.11,142.19,0.00,0.00,0.00
8JUk,7009883409524734321,25.03,18.11,102.70,0.00,0.99,0.99
8JUk,7011367939686848267,10.12,23.06,142.35,0.00,0.00,0.00
8JUk,7015869749522822717,9.57,23.09,127.38,0.00,0.00,0.00
8JUk,7020284523335547851,0.00,0.00,0.00,8.40,23.91,129.65
8JUk,7005157543601773150,8.92,23.99,,0.00,0.00,
8JUk,7029874317103392187,59.83,23.08,127.18,0.00,0.00,0.00
8JUk,7035507521794250060,9.40,23.96,129.76,0.00,0.00,0.00
8JUk,7041948901572311199,8.53,22.96,127.51,0.00,0.00,0.00
8JUk,7018180918477981647,0.00,0.00,,57.60,22.99,
8JUk,7053354105608643605,0.00,0.00,9.82,10.07,23.07,108.38
8JUk,7054130335452667772,7.65,23.01,127.52,0.00,0.00,0.00
8JUk,7064982264177258193,15.47,12.32,62.37,0.00,0.00,0.00
8JUk,6919205629015311844,57.78,23.99,,0.00,0.00,
8JUk,7067887332890387320,0.00,10.12,76.86,8.50,12.93,52.80
8JUk,7080757665486864265,8.38,23.11,127.53,0.00,0.00,0.00
8JUk,7087732761859303587,10.67,23.07,111.73,0.00,0.00,19.47
8JUk,7091457090311630164,0.00,0.00,0.00,2.00,23.89,129.47
8JUk,7094792260838433755,7.42,23.06,127.41,0.00,0.00,0.00
8JUk,7116414718488186601,2.15,23.08,127.63,0.00,0.00,0.00
8JUk,7077625294205874232,10.87,13.94,,0.00,9.03,
8JUk,7122588175895290750,0.00,23.08,23.08,8.85,0.00,104.30
8JUk,7128526180729184602,0.00,0.00,0.00,58.28,23.11,127.54
8JUk,7131042134646724718,57.60,23.11,127.48,0.00,0.00,0.00
8JUk,7132899696170733375,4.92,23.99,129.55,0.00,0.00,0.00
8JUk,7135674401904833607,11.38,23.07,142.34,0.00,0.00,0.00
8JUk,7139631089911885802,0.00,0.00,0.00,7.15,23.08,126.98
8JUk,7143583267897215602,15.23,22.96,126.22,0.00,0.00,0.00
8JUk,7146859192891703417,25.73,15.92,84.03,0.00,0.99,2.05
8JUk,7152498101137474878,59.00,23.97,130.68,0.00,0.00,0.00
8JUk,7154848985971222929,0.00,0.00,49.30,10.17,23.94,81.29
8JUk,7158185241393750303,57.80,23.98,130.79,0.00,0.00,0.00
8JUk,7160238954475996207,0.00,0.00,0.00,4.27,22.95,126.82
8JUk,7032573689778785699,18.60,46.16,206.66,0.00,0.00,0.00
8JUk,7163998039422262122,11.20,22.12,141.32,0.00,0.95,0.95
8JUk,7150649737866913848,12.45,22.98,,0.00,0.00,
8JUk,7169713609408913639,12.52,23.10,142.31,0.00,0.00,0.00
8JUk,7048441317752790864,11.30,23.92,57.54,0.00,0.00,0.00
8JUk,7172480427172989995,0.00,0.00,0.00,58.77,23.98,129.64
8JUk,7176419426541188308,8.40,23.96,129.58,0.00,0.00,0.00
8JUk,7181662570044419709,8.00,23.86,129.49,0.00,0.00,0.00
8JUk,6793799627649814812,12.47,16.89,102.49,0.00,0.01,2.41
8JUk,6797546070046901122,9.22,23.92,139.87,0.00,0.00,0.00
8JUk,6804389613752301838,8.65,23.90,133.01,0.00,0.00,0.00
8JUk,6806727074847073260,8.97,23.94,129.58,0.00,0.00,0.00
8JUk,6809838552328649248,8.40,23.02,142.23,0.00,0.00,0.00
8JUk,7120486666280548706,59.62,23.10,127.51,0.00,0.00,0.00
8JUk,6815851310669318930,12.13,23.87,106.02,0.00,0.00,0.00
8JUk,6934500039587392618,0.00,8.97,77.19,8.55,14.92,59.07
8JUk,7167901937558682567,5.87,11.99,120.90,0.00,11.88,19.88
8JUk,7211946969977976595,6.92,23.03,137.89,0.00,0.00,0.00
8JUk,7217842167753840373,12.20,23.98,111.57,0.00,0.00,0.00
8JUk,7231428019529490307,0.00,0.00,0.00,5.88,23.92,89.23
8JUk,7235075138435205449,0.00,9.12,72.39,8.08,13.93,56.99
8JUk,7235724709470150362,0.00,0.00,0.00,0.00,23.80,119.52
8JUk,7244691368362565728,57.33,22.09,123.39,0.00,1.00,4.01
8JUk,7250561679095390438,5.28,23.87,141.41,0.00,0.00,0.00
8JUk,7263129728113095915,12.22,10.00,84.88,0.00,13.98,49.79
8JUk,7265978682834007955,4.05,23.88,129.46,0.00,0.00,0.00
8JUk,7285510729995843450,11.75,23.09,138.94,0.00,0.00,0.00
8JUk,7272308647122228667,0.00,0.00,0.00,58.57,23.08,127.42
8JUk,7291301740826303595,5.40,20.78,115.56,0.00,0.00,0.00
8JUk,7256836982801781073,57.67,21.93,,0.00,2.06,
8JUk,7294113887501611341,25.47,18.10,103.05,0.00,0.99,0.99
8JUk,7297220346493524775,10.40,19.96,116.21,0.00,3.11,15.09
8JUk,7279335395577594598,57.65,22.00,,0.00,1.99,
8JUk,7313783811030440445,119.77,15.73,78.69,0.00,0.00,0.00
8JUk,7318033631342802533,0.00,10.11,76.58,0.00,12.94,41.58
8JUk,7321171879456218600,2.63,26.26,138.99,0.00,0.00,0.00
8JUk,7327416788516093249,11.80,21.07,139.18,0.00,2.00,2.87
8JUk,7331996132438619032,0.00,0.00,0.00,7.15,23.86,129.30
8JUk,7307536408524938619,57.53,20.97,,0.00,2.01,
8JUk,7349783817292699166,11.08,23.09,129.97,0.00,0.00,0.00
8JUk,7344190608618797943,0.00,17.13,114.36,6.70,5.88,16.84
8JUk,7355918007513826018,0.00,0.00,0.00,2.33,24.98,133.48
8JUk,7362018227520068225,9.40,17.91,97.19,0.00,0.00,0.00
8JUk,7364665232486517015,9.12,22.99,128.65,0.00,0.00,0.00
8JUk,7370905519814807534,8.07,22.98,127.41,0.00,0.00,0.00
8JUk,7379260335230767740,10.40,23.07,118.28,0.00,0.00,0.00
8JUk,7381287883989188770,5.07,23.02,119.51,0.00,0.00,13.95
8JUk,7384365432842039373,0.00,0.00,33.69,11.12,23.08,104.61
8JUk,7386433953205123066,5.02,23.85,141.26,0.00,0.00,0.00
8JUk,7394024571388145651,6.30,23.03,118.22,0.00,0.00,0.00
8JUk,7402106523410993239,59.53,23.10,127.66,0.00,0.00,0.00
8JUk,7407909159866100459,0.00,0.00,0.00,5.98,23.02,127.43
8JUk,7411808757846896118,9.48,23.98,129.58,0.00,0.00,0.00
8JUk,7416476262975772286,11.90,22.08,137.41,0.00,1.00,5.05
8JUk,7423133159401525230,0.00,0.00,0.00,59.52,12.90,86.42
8JUk,7430063911445992917,1.32,23.04,102.97,0.00,0.00,0.00
8JUk,7432060204007775265,0.00,0.00,0.00,0.00,23.02,23.02
8JUk,7433398711719243797,2.05,23.90,131.19,0.00,0.00,0.00
8JUk,7440105839408916415,0.00,0.00,0.00,58.57,23.08,127.46
8JUk,7292389554145336221,13.63,0.00,8.96,0.00,8.89,31.95
8JUk,7446219799268180208,12.95,23.11,110.13,0.00,0.00,0.00
8JUk,7453145190941570095,58.05,23.09,142.31,0.00,0.00,0.00
8JUk,7303300930758857634,0.00,0.00,0.00,10.50,23.91,129.77
8JUk,7463734423358941330,0.00,0.00,0.00,0.00,23.96,23.96
8JUk,7463664457970185354,0.00,0.00,0.00,58.98,23.98,129.66
8JUk,7465993878304779967,3.25,23.00,127.09,0.00,0.00,0.00
8JUk,7469108739089752722,57.55,23.11,127.53,0.00,0.00,0.00
8JUk,7472779155913246382,0.00,0.00,104.29,3.20,23.01,23.01
8JUk,7338244501036845789,0.00,0.00,0.00,58.17,23.11,127.42
8JUk,7474514881277910912,0.00,23.99,113.49,0.00,0.00,5.35
8JUk,7484574268501183927,11.08,23.96,135.23,0.00,0.00,0.00
8JUk,7479740849718093475,10.55,23.95,140.52,0.00,0.00,0.00
8JUk,7489983233589139014,0.63,22.95,126.11,0.00,0.00,0.00
8JUk,7498785723918606293,8.17,23.72,135.36,0.00,0.00,0.00
8JUk,7505533899438288765,1.12,23.98,106.89,0.00,0.00,0.00
8JUk,7513592110528185504,0.00,0.00,0.00,14.37,19.76,90.45
8JUk,7518522863389337808,19.30,4.02,36.56,0.00,9.99,35.30
8JUk,7481409184162598392,57.40,23.00,,0.00,0.98,
8JUk,7524711570215018930,0.00,4.99,60.05,5.48,18.02,58.18
8JUk,7529820841949686738,58.33,23.95,123.17,0.00,0.00,10.04
8JUk,7535792107955056195,11.07,23.09,131.15,0.00,0.00,0.00
8JUk,7538828005526079906,12.87,23.99,139.84,0.00,0.00,0.00
8JUk,7542507095706884557,0.00,0.00,0.00,8.65,23.93,129.61
8JUk,7548974828245495429,10.55,19.95,116.25,0.00,3.10,14.68
8JUk,7551037326072803736,0.00,0.00,0.00,5.65,23.01,126.97
8JUk,7552954725190179256,10.67,23.07,133.70,0.00,0.00,0.00
8JUk,7561687620588136389,8.25,23.04,142.20,0.00,0.00,0.00
8JUk,7567143334324811039,6.40,23.03,131.06,0.00,0.00,0.00
8JUk,7570269368745353854,59.60,23.98,129.64,0.00,0.00,0.00
8JUk,7582298718047979573,0.73,23.84,129.24,0.00,0.00,0.00
8JUk,7587329580270461651,8.97,22.98,127.10,0.00,0.00,0.00
8JUk,7556799093292555118,57.60,22.98,,0.00,0.00,
8JUk,7566629689163092132,57.55,22.98,,0.00,0.00,
8JUk,7606727182356080230,6.85,23.09,127.09,0.00,0.00,0.00
8JUk,7612500326052261438,3.50,23.04,103.49,0.00,0.00,0.00
8JUk,7625672128046208820,22.73,17.81,89.25,0.00,0.00,0.00
8JUk,7630070067525226303,4.63,23.11,129.60,0.00,0.00,0.00
8JUk,7633796429604600037,57.52,23.06,142.19,0.00,0.00,0.00
8JUk,1453938764782419262,7.03,23.88,118.37,0.00,0.00,0.00
8JUk,1456669887496666672,0.00,0.00,0.00,7.98,23.09,150.17
8JUk,7182591324793805386,0.00,21.05,125.42,0.00,2.04,2.04
8JUk,7186159957839323524,0.00,0.00,0.00,0.00,23.79,120.44
8JUk,7590362642504110612,0.00,0.00,34.78,4.75,23.86,106.08
8JUk,7200830230926347246,57.33,23.10,127.44,0.00,0.00,0.00
8JUk,7220973262594195425,0.97,12.95,86.71,0.00,0.00,0.00
8JUk,7599966346464687477,7.65,23.96,105.70,0.00,0.00,0.00
8JUk,7614824149049759851,57.15,23.87,143.37,0.00,0.00,0.00
8JUk,7194152261428680048,13.00,23.11,122.36,0.00,0.00,0.00
8JUk,7197388514947743952,11.83,23.09,133.47,0.00,0.00,0.00
8JUk,7922162555868442692,115.27,13.98,70.58,0.00,0.00,0.00
8JUk,7924491199841866209,6.47,23.03,137.92,0.00,0.00,0.00
8JUk,7929429108567071307,25.33,14.97,73.64,0.00,0.00,0.00
8JUk,7943212124251637308,0.00,0.00,0.00,8.80,23.92,129.66
8JUk,7946790431636627927,119.77,16.92,79.58,0.00,0.00,0.00
8JUk,7954575158786895644,8.60,23.08,127.21,0.00,0.00,0.00
8JUk,7958382763060297244,57.58,23.11,127.41,0.00,0.00,0.00
8JUk,7961383882338234382,0.00,0.00,33.86,9.17,23.05,108.24
8JUk,7685618175657140561,0.00,0.00,0.00,0.12,23.02,127.04
8JUk,7648818532200636413,2.33,23.87,129.13,0.00,0.00,0.00
8JUk,7689785008463733217,0.00,0.00,0.00,12.15,23.96,81.99
8JUk,7690504635615827426,0.00,0.00,0.00,0.00,23.09,118.00
8JUk,7701449795990683213,0.00,23.96,117.36,0.00,0.00,0.00
8JUk,7702451367414536121,0.00,16.07,93.36,6.23,6.97,37.78
8JUk,7706933035314476819,6.85,22.94,102.82,0.00,0.00,0.00
8JUk,7716116137408994033,11.03,10.68,40.79,0.00,0.00,0.00
8JUk,7719431480261328601,0.00,0.00,0.00,2.65,23.87,130.09
8JUk,7961954214552779981,0.00,0.00,33.75,6.50,23.01,108.33
8JUk,7968628873579521150,0.00,0.00,33.66,11.35,23.09,96.19
8JUk,7746550245593796239,57.47,23.97,,0.00,0.00,
8JUk,7972619999376644068,0.00,0.00,0.00,6.35,23.96,129.96
8JUk,8009512748561736005,12.27,23.10,133.60,0.00,0.00,0.00
8JUk,8017361357176323578,0.00,0.00,0.00,59.63,23.97,129.74
8JUk,8019926358883922013,59.93,23.97,141.06,0.00,0.00,0.00
8JUk,8024118650329910750,6.67,23.03,127.27,0.00,0.00,0.00
8JUk,8034593093060143265,58.77,23.92,129.67,0.00,0.00,0.00
8JUk,8040224302022319290,0.00,4.00,59.11,113.73,20.17,94.71
8JUk,8045105258384243302,17.73,12.87,67.32,0.00,0.00,0.00
8JUk,8046016041209894575,12.52,23.11,129.48,0.00,0.00,0.00
8JUk,8048057109910476312,12.33,23.10,138.33,0.00,0.00,0.00
8JUk,8053569732676492465,0.00,0.94,38.93,9.28,22.98,93.33
8JUk,7815590034868021689,12.03,21.95,,0.00,1.03,
8JUk,8056381238752548021,10.35,23.07,135.91,0.00,0.00,0.00
8JUk,8059824051401443752,59.58,23.08,127.40,0.00,0.00,0.00
8JUk,8069095781093483054,6.23,23.00,130.26,0.00,0.00,0.00
8JUk,8070722223338266232,119.30,16.77,79.40,0.00,0.00,0.00
8JUk,1457721081990653172,7.47,23.89,153.04,0.00,0.00,0.00
8JUk,1457875571895472465,7.35,23.04,138.21,0.00,0.00,0.00
8JUk,7935749545899136708,8.65,12.95,,0.00,11.04,
8JUk,7657989009899359664,3.80,23.83,128.88,0.00,0.00,0.00
8JUk,7660369252418819727,16.77,11.77,45.18,0.00,0.00,0.00
8JUk,7723710986069933798,6.25,23.02,130.15,0.00,0.00,0.00
8JUk,7732133846597908384,11.35,22.09,123.29,0.00,1.00,4.19
8JUk,7735253880009557608,57.07,23.88,133.49,0.00,0.00,0.00
8JUk,7738034470109474246,12.47,19.99,119.74,0.00,4.00,11.95
8JUk,7741788920496674160,11.63,23.85,134.08,0.00,0.00,0.00
8JUk,7743159519557964912,6.20,23.00,126.92,0.00,0.00,0.00
8JUk,7753932206671108647,12.20,23.98,128.80,0.00,0.00,0.00
8JUk,7909465902811946738,0.00,0.00,49.47,9.72,23.93,81.40
8JUk,7912067666808572986,0.00,0.00,0.00,0.95,12.96,86.61
8JUk,7917170728703283313,59.75,23.09,127.32,0.00,0.00,0.00
8JUk,7975231457181971360,11.78,23.98,142.36,0.00,0.00,0.88
8JUk,7984359610368668215,25.17,13.10,92.22,0.00,0.00,0.00
8JUk,7987897309305479853,57.33,23.09,127.36,0.00,0.00,0.00
8JUk,7989858531053970257,0.00,0.00,0.00,7.93,23.01,126.84
8JUk,8000832319796275032,10.70,47.74,270.12,0.00,0.00,0.00
8JUk,8003440168689018145,7.65,23.04,142.14,0.00,0.00,0.00
8JUk,8005729895118285891,7.55,23.04,142.33,0.00,0.00,0.00
8JUk,8025825726891135677,59.77,23.96,,0.00,0.00,
8JUk,7662767069265523942,0.00,18.93,102.46,12.42,5.05,33.45
8JUk,7671951163441361292,59.57,23.10,127.34,0.00,0.00,0.00
8JUk,7673628983954986866,0.00,0.00,0.00,9.08,23.08,127.46
8JUk,7674310523499335885,9.37,23.99,105.46,0.00,0.00,0.00
8JUk,7681667105698822900,11.95,23.96,133.09,0.00,0.00,0.00
8JUk,8065779749476332027,8.93,23.99,,0.00,0.00,
8JUk,7639398091911765458,11.07,21.96,,0.00,1.02,
8JUk,8104581577381117993,11.97,23.09,139.12,0.00,0.00,0.00
8JUk,8102723740528243988,11.80,23.08,131.34,0.00,0.00,0.00
8JUk,8120291281787684286,4.58,23.03,127.19,0.00,0.00,0.00
8JUk,8114765466297873990,0.00,0.00,0.00,2.23,23.99,129.22
8JUk,8127339523234435227,10.20,23.07,122.78,0.00,0.00,0.00
8JUk,8138753161225770962,12.33,19.98,127.98,0.00,4.00,12.95
8JUk,8139746930900009809,0.98,23.10,126.87,0.00,0.00,0.00
8JUk,8141836060541283641,12.93,23.10,118.33,0.00,0.00,0.00
8JUk,8149700264687366124,0.00,0.00,0.00,12.30,23.03,126.99
8JUk,8155846151396656986,0.00,0.00,0.00,2.35,22.98,127.47
8JUk,8157355919956132858,59.62,12.99,60.68,0.00,0.00,0.00
8JUk,8161804477427203818,6.25,23.02,130.26,0.00,0.00,0.00
8JUk,8165685535525538800,1.13,23.89,129.43,0.00,0.00,0.00
8JUk,8168356028294639544,0.00,10.12,76.63,10.87,12.96,52.93
8JUk,8174582901236810236,6.43,23.88,143.41,0.00,0.00,0.00
8JUk,8303972580507844826,,0.00,,,23.99,
8JUk,8178575600983066112,8.28,22.89,126.62,0.00,0.00,0.00
8JUk,8181429779360519539,0.93,22.94,103.01,0.00,0.00,0.00
8JUk,8186647728555551537,12.50,23.10,142.14,0.00,0.00,0.00
8JUk,8192534462505363945,0.00,0.00,0.00,4.13,22.95,102.99
8JUk,8197473949864726216,11.25,23.96,139.81,0.00,0.00,0.00
8JUk,8202679566862379330,5.83,12.00,115.24,0.00,11.88,19.84
8JUk,8212686571443937133,12.42,5.00,57.10,0.00,18.99,83.72
8JUk,8218228352749699827,57.55,21.09,125.41,0.00,2.00,2.00
8JUk,8223574870343489205,8.75,23.92,94.14,0.00,0.00,0.00
8JUk,8225688331165555553,9.12,21.99,127.76,0.00,1.97,1.97
8JUk,8232267027750604795,3.10,17.95,97.67,0.00,0.00,0.00
8JUk,8234537213279740594,20.23,18.37,94.20,0.00,0.00,0.00
8JUk,8236453004101688782,0.00,17.89,102.04,8.32,6.02,38.07
8JUk,8245251790024302486,0.00,0.00,0.00,3.30,22.91,126.85
8JUk,8250792191506580526,12.27,23.98,133.26,0.00,0.00,7.83
8JUk,8251997657888954549,11.97,23.10,142.17,0.00,0.00,0.00
8JUk,8259730922325032185,0.00,15.02,92.21,7.37,8.02,46.80
8JUk,8263181686057996994,0.00,0.00,0.00,3.93,23.06,127.30
8JUk,8266393569960240479,59.38,23.95,129.64,0.00,0.00,0.00
8JUk,8276911219004059851,10.12,23.06,142.35,0.00,0.00,0.00
8JUk,8281179504900214898,14.70,15.06,72.96,0.00,0.00,0.00
8JUk,8284419975823451193,0.72,27.96,100.45,0.00,0.00,0.00
8JUk,8290301463563317096,0.00,11.11,84.62,12.53,11.98,48.45
8JUk,8268157534125276307,0.00,0.00,,9.80,23.96,
8JUk,8295885107976164734,0.00,0.00,0.00,8.53,22.98,127.55
8JUk,8300272962943424164,9.78,23.10,127.47,0.00,0.00,0.00
8JUk,8313365686533360358,25.40,42.45,205.11,0.00,3.76,31.90
8JUk,8316833102420380678,0.00,0.00,0.00,2.62,23.82,130.00
8JUk,8317560550989820837,0.00,0.00,0.00,11.53,17.87,96.20
8JUk,8317572469172057620,11.52,23.96,137.22,0.00,0.00,0.00
8JUk,8326683273309861694,57.22,6.12,110.44,0.00,16.99,16.99
8JUk,8329589970330759626,4.95,23.96,138.98,0.00,0.00,0.00
8JUk,8332832574567480146,5.45,23.01,132.02,0.00,0.00,0.00
8JUk,8336744814516803108,0.00,0.00,34.87,0.00,23.86,84.61
8JUk,8342809399303170104,0.00,0.00,0.00,0.00,23.98,23.98
8JUk,8344357493913995570,0.00,6.12,63.88,10.28,16.95,66.43
8JUk,8352284937490449741,11.77,23.96,140.28,0.00,0.00,0.00
8JUk,8363926518510945331,0.00,0.00,19.24,11.48,23.96,68.47
8JUk,8358614660746386022,10.65,23.08,139.06,0.00,0.00,0.00
8JUk,8361717064277232708,10.17,21.93,128.04,0.00,1.11,10.71
8JUk,8348248329745471112,0.00,10.84,,9.08,13.15,
8JUk,8376127469783708785,0.00,15.99,47.49,12.48,8.00,38.98
8JUk,8379971763753814428,12.78,23.11,131.11,0.00,0.00,0.00
8JUk,8386001320959785390,4.88,2.07,110.32,0.00,21.02,21.02
8JUk,8388068516945688847,0.00,0.00,0.00,6.27,23.87,130.81
8JUk,8391597973371017831,0.00,23.05,94.44,0.00,0.00,0.00
8JUk,8392661638051804970,6.45,23.06,103.05,0.00,0.00,0.00
8JUk,8400658793897512726,58.93,23.05,127.03,0.00,0.00,0.00
8JUk,8405939587146089101,0.00,0.00,35.19,5.50,23.86,100.42
8JUk,8411611554566094086,12.55,23.08,142.31,0.00,0.00,0.00
8JUk,8406294444492805839,0.00,0.00,0.00,11.43,25.83,143.92
8JUk,8293359695034157761,0.00,11.12,84.42,11.27,11.97,48.88
8JUk,8412854790317869515,8.18,13.90,67.07,0.00,0.00,0.00
8JUk,8415343192352122349,11.75,23.97,141.37,0.00,0.00,0.00
8JUk,8422117732216434683,0.80,23.06,103.60,0.00,0.00,0.00
8JUk,8427088793331759868,8.68,3.11,108.83,0.00,20.87,20.87
8JUk,8429834285088527870,10.60,23.08,109.80,0.00,0.00,0.00
8JUk,8434929114777872471,8.80,23.03,127.41,0.00,0.00,0.00
8JUk,8443166692502137580,0.00,23.11,94.55,0.00,0.00,0.00
8JUk,8446200263912594459,8.93,23.95,129.59,0.00,0.00,0.00
8JUk,8450222218257820313,58.32,23.94,129.58,0.00,0.00,0.00
8JUk,8462971639795075772,12.55,23.08,142.31,0.00,0.00,0.00
8JUk,8441262362325888347,0.00,0.00,,59.75,23.96,
8JUk,8470607601934935121,2.28,23.07,127.34,0.00,0.00,0.00
8JUk,8471700099357897929,115.03,47.84,238.03,0.00,0.00,0.00
8JUk,8477864712164218179,12.72,23.11,139.18,0.00,0.00,0.00
8JUk,1458444916277718536,9.22,21.10,146.67,0.00,2.00,4.00
